2025-12-30 17:00:51 | INFO     | log:151 | [search_batch_stream] Batch stream search from: Query_teamplate_30-12.xlsx
2025-12-30 17:00:59 | DEBUG    | log:153 | [normalize_query] 'Các giao dịch chuyển khoản của tôi, tra ...' -> 'Các giao dịch chuyển khoản của tôi, tra ...'
2025-12-30 17:00:59 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Các giao dịch chuyển khoản của tôi, tra cứu] - formatted_query: [Các giao dịch chuyển khoản của tôi, tra cứu] - normalized_query: [Các giao dịch chuyển khoản của tôi, tra cứu]
2025-12-30 17:00:59 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.9706, max=11.4123
2025-12-30 17:00:59 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Các giao dịch chuyển khoản của...' | Doc: Tra cứu giao dịch ch | Boost: 0.25 | Matched: ['chuyển khoản']
2025-12-30 17:00:59 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Các giao dịch chuyển khoản của...' -> Tra cứu giao dịch chuyển tiền (score=1)
2025-12-30 17:00:59 | DEBUG    | log:153 | [normalize_query] 'Sao kê tài khoản gần đây, cho tôi xem...' -> 'Sao kê tài khoản gần đây, cho tôi xem...'
2025-12-30 17:00:59 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Sao kê tài khoản gần đây, cho tôi xem] - formatted_query: [Sao kê tài khoản gần đây, cho tôi xem] - normalized_query: [Sao kê tài khoản gần đây, cho tôi xem]
2025-12-30 17:00:59 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.5203, max=24.3953
2025-12-30 17:00:59 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Sao kê tài khoản gần đây, cho ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:59 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Sao kê tài khoản gần đây, cho ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['gần đây']
2025-12-30 17:00:59 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Sao kê tài khoản gần đây, cho ...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu lịch sử giao dịch theo khoảng thời gian': 1}
2025-12-30 17:00:59 | DEBUG    | log:153 | [normalize_query] 'Toàn bộ lịch sử giao dịch của tài khoản,...' -> 'Toàn bộ lịch sử giao dịch của tài khoản,...'
2025-12-30 17:00:59 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Toàn bộ lịch sử giao dịch của tài khoản, cho tôi xem] - formatted_query: [Toàn bộ lịch sử giao dịch của tài khoản, cho tôi xem] - normalized_query: [Toàn bộ lịch sử giao dịch của tài khoản, cho tôi xem]
2025-12-30 17:00:59 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.8761, max=11.9911
2025-12-30 17:00:59 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Toàn bộ lịch sử giao dịch của ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:59 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Toàn bộ lịch sử giao dịch của ...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:59 | DEBUG    | log:153 | [normalize_query] 'Trong tháng này, xem lịch sử giao dịch c...' -> 'Trong tháng này, xem lịch sử giao dịch c...'
2025-12-30 17:00:59 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Trong tháng này, xem lịch sử giao dịch của tài khoản] - formatted_query: [Trong tháng này, xem lịch sử giao dịch của tài khoản] - normalized_query: [Trong tháng này, xem lịch sử giao dịch của tài khoản]
2025-12-30 17:00:59 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.8559, max=14.6557
2025-12-30 17:00:59 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Trong tháng này, xem lịch sử g...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:59 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Trong tháng này, xem lịch sử g...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tháng']
2025-12-30 17:00:59 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Trong tháng này, xem lịch sử g...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu lịch sử giao dịch theo khoảng thời gian': 1}
2025-12-30 17:00:59 | DEBUG    | log:153 | [normalize_query] 'Các giao dịch phát sinh gần đây, cho tôi...' -> 'Các giao dịch phát sinh gần đây, cho tôi...'
2025-12-30 17:00:59 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Các giao dịch phát sinh gần đây, cho tôi xem] - formatted_query: [Các giao dịch phát sinh gần đây, cho tôi xem] - normalized_query: [Các giao dịch phát sinh gần đây, cho tôi xem]
2025-12-30 17:00:59 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.1007, max=27.6080
2025-12-30 17:00:59 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Các giao dịch phát sinh gần đâ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['gần đây']
2025-12-30 17:00:59 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Các giao dịch phát sinh gần đâ...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:59 | DEBUG    | log:153 | [normalize_query] 'Trong 7 ngày qua, liệt kê các giao dịch ...' -> 'Trong 7 ngày qua, liệt kê các giao dịch ...'
2025-12-30 17:00:59 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Trong 7 ngày qua, liệt kê các giao dịch của tôi] - formatted_query: [Trong 7 ngày qua, liệt kê các giao dịch của tôi] - normalized_query: [Trong 7 ngày qua, liệt kê các giao dịch của tôi]
2025-12-30 17:00:59 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.1007, max=26.6539
2025-12-30 17:00:59 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Trong 7 ngày qua, liệt kê các ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['ngày']
2025-12-30 17:00:59 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Trong 7 ngày qua, liệt kê các ...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:59 | DEBUG    | log:153 | [normalize_query] 'Các giao dịch chuyển khoản của tài khoản...' -> 'Các giao dịch chuyển khoản của tài khoản...'
2025-12-30 17:00:59 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Các giao dịch chuyển khoản của tài khoản, cho xem] - formatted_query: [Các giao dịch chuyển khoản của tài khoản, cho xem] - normalized_query: [Các giao dịch chuyển khoản của tài khoản, cho xem]
2025-12-30 17:00:59 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.9173, max=14.6577
2025-12-30 17:00:59 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Các giao dịch chuyển khoản của...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:59 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Các giao dịch chuyển khoản của...' | Doc: Tra cứu giao dịch ch | Boost: 0.25 | Matched: ['chuyển khoản']
2025-12-30 17:00:59 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Các giao dịch chuyển khoản của...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu giao dịch chuyển tiền': 1}
2025-12-30 17:00:59 | DEBUG    | log:153 | [normalize_query] 'Các giao dịch rút tiền gần đây, kiểm tra...' -> 'Các giao dịch rút tiền gần đây, kiểm tra...'
2025-12-30 17:00:59 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Các giao dịch rút tiền gần đây, kiểm tra giúp] - formatted_query: [Các giao dịch rút tiền gần đây, kiểm tra giúp] - normalized_query: [Các giao dịch rút tiền gần đây, kiểm tra giúp]
2025-12-30 17:00:59 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.1678, max=16.9834
2025-12-30 17:00:59 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Các giao dịch rút tiền gần đây...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['gần đây']
2025-12-30 17:00:59 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Các giao dịch rút tiền gần đây...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['rút tiền']
2025-12-30 17:00:59 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Các giao dịch rút tiền gần đây...' | Scores: {'Tra cứu lịch sử giao dịch theo khoảng thời gian': 1, 'Tra cứu giao dịch theo loại giao dịch': 1}
2025-12-30 17:00:59 | DEBUG    | log:153 | [normalize_query] 'Trên 2 triệu, tìm các giao dịch...' -> 'Trên 2 triệu, tìm các giao dịch...'
2025-12-30 17:00:59 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Trên 2 triệu, tìm các giao dịch] - formatted_query: [Trên 2 triệu, tìm các giao dịch] - normalized_query: [Trên 2 triệu, tìm các giao dịch]
2025-12-30 17:00:59 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.1007, max=22.2867
2025-12-30 17:00:59 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Trên 2 triệu, tìm các giao dịc...' | Doc: Tra cứu giao dịch th | Boost: 0.50 | Matched: ['trên', 'triệu']
2025-12-30 17:00:59 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Trên 2 triệu, tìm các giao dịc...' -> Tra cứu giao dịch theo số tiền (score=2)
2025-12-30 17:00:59 | DEBUG    | log:153 | [normalize_query] 'Lịch sử thu chi của tài khoản ngân hàng,...' -> 'Lịch sử thu chi của tài khoản ngân hàng,...'
2025-12-30 17:00:59 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Lịch sử thu chi của tài khoản ngân hàng, cho xem] - formatted_query: [Lịch sử thu chi của tài khoản ngân hàng, cho xem] - normalized_query: [Lịch sử thu chi của tài khoản ngân hàng, cho xem]
2025-12-30 17:00:59 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.7043, max=10.3493
2025-12-30 17:00:59 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Lịch sử thu chi của tài khoản ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:59 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Lịch sử thu chi của tài khoản ...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:59 | DEBUG    | log:153 | [normalize_query] 'Trong ngày hôm qua, các giao dịch của tô...' -> 'Trong ngày hôm qua, các giao dịch của tô...'
2025-12-30 17:00:59 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Trong ngày hôm qua, các giao dịch của tôi] - formatted_query: [Trong ngày hôm qua, các giao dịch của tôi] - normalized_query: [Trong ngày hôm qua, các giao dịch của tôi]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.1007, max=14.1327
2025-12-30 17:01:00 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Trong ngày hôm qua, các giao d...' | Doc: Tra cứu lịch sử giao | Boost: 0.50 | Matched: ['ngày', 'hôm qua']
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Trong ngày hôm qua, các giao d...' -> Tra cứu lịch sử giao dịch theo (score=2)
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'Sao kê giao dịch của tài khoản, tra cứu...' -> 'Sao kê giao dịch của tài khoản, tra cứu...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Sao kê giao dịch của tài khoản, tra cứu] - formatted_query: [Sao kê giao dịch của tài khoản, tra cứu] - normalized_query: [Sao kê giao dịch của tài khoản, tra cứu]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=1.1934, max=21.2985
2025-12-30 17:01:00 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Sao kê giao dịch của tài khoản...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Sao kê giao dịch của tài khoản...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'Toàn bộ lịch sử giao dịch của tôi, cho x...' -> 'Toàn bộ lịch sử giao dịch của tôi, cho x...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Toàn bộ lịch sử giao dịch của tôi, cho xem] - formatted_query: [Toàn bộ lịch sử giao dịch của tôi, cho xem] - normalized_query: [Toàn bộ lịch sử giao dịch của tôi, cho xem]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.3435, max=10.9443
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Toàn bộ lịch sử giao dịch của tôi, cho xem'
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'Xem transaction history của tôi tháng tr...' -> 'Xem transaction history của tôi tháng tr...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Xem transaction history của tôi tháng trước] - formatted_query: [Xem transaction history của tôi tháng trước] - normalized_query: [Xem transaction history của tôi tháng trước]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=9.5263
2025-12-30 17:01:00 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Xem transaction history của tô...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tháng']
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Xem transaction history của tô...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'Show recent transactions của tôi...' -> 'Show recent transactions của tôi...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Show recent transactions của tôi] - formatted_query: [Show recent transactions của tôi] - normalized_query: [Show recent transactions của tôi]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=0.0000
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Show recent transactions của tôi'
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'List transactions trong 3 days gần đây...' -> 'List transactions trong 3 days gần đây...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [List transactions trong 3 days gần đây] - formatted_query: [List transactions trong 3 days gần đây] - normalized_query: [List transactions trong 3 days gần đây]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=12.0209
2025-12-30 17:01:00 | DEBUG    | log:153 | [get_keyword_boost] Query: 'List transactions trong 3 days...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['gần đây']
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] Classified: 'List transactions trong 3 days...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'Xem withdrawal transactions của tôi...' -> 'Xem withdrawal transactions của tôi...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Xem withdrawal transactions của tôi] - formatted_query: [Xem withdrawal transactions của tôi] - normalized_query: [Xem withdrawal transactions của tôi]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=3.8028
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Xem withdrawal transactions của tôi'
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'Find transactions dưới 500k...' -> 'Find transactions dưới 500k...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Find transactions dưới 500k] - formatted_query: [Find transactions dưới 500k] - normalized_query: [Find transactions dưới 500k]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=2.9774
2025-12-30 17:01:00 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Find transactions dưới 500k...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['dưới']
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Find transactions dưới 500k...' -> Tra cứu giao dịch theo số tiền (score=1)
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'Check income expense history của account...' -> 'Check income expense history của account...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Check income expense history của account] - formatted_query: [Check income expense history của account] - normalized_query: [Check income expense history của account]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=0.0000
2025-12-30 17:01:00 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Check income expense history c...' | Doc: Tra cứu giao dịch ch | Boost: 0.25 | Matched: ['ck']
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Check income expense history c...' -> Tra cứu giao dịch chuyển tiền (score=1)
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'Show today transactions...' -> 'Show today transactions...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Show today transactions] - formatted_query: [Show today transactions] - normalized_query: [Show today transactions]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=0.0000
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Show today transactions'
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'Lookup transfer transactions của tôi...' -> 'Lookup transfer transactions của tôi...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Lookup transfer transactions của tôi] - formatted_query: [Lookup transfer transactions của tôi] - normalized_query: [Lookup transfer transactions của tôi]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=0.0000
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Lookup transfer transactions của tôi'
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'View bank statement gần đây...' -> 'View bank statement gần đây...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [View bank statement gần đây] - formatted_query: [View bank statement gần đây] - normalized_query: [View bank statement gần đây]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=12.0209
2025-12-30 17:01:00 | DEBUG    | log:153 | [get_keyword_boost] Query: 'View bank statement gần đây...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['gần đây']
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] Classified: 'View bank statement gần đây...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'Show full transaction history của accoun...' -> 'Show full transaction history của accoun...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Show full transaction history của account] - formatted_query: [Show full transaction history của account] - normalized_query: [Show full transaction history của account]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=0.0000
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Show full transaction history của account'
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'Xem transaction history của account thán...' -> 'Xem transaction history của account thán...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Xem transaction history của account tháng này] - formatted_query: [Xem transaction history của account tháng này] - normalized_query: [Xem transaction history của account tháng này]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=6.8663
2025-12-30 17:01:00 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Xem transaction history của ac...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tháng']
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Xem transaction history của ac...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'Show recent transactions cho tôi...' -> 'Show recent transactions cho tôi...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Show recent transactions cho tôi] - formatted_query: [Show recent transactions cho tôi] - normalized_query: [Show recent transactions cho tôi]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=0.0000
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Show recent transactions cho tôi'
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'List transactions của tôi last 7 days...' -> 'List transactions của tôi last 7 days...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [List transactions của tôi last 7 days] - formatted_query: [List transactions của tôi last 7 days] - normalized_query: [List transactions của tôi last 7 days]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=0.0000
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'List transactions của tôi last 7 days'
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'View transfer transactions của account...' -> 'View transfer transactions của account...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [View transfer transactions của account] - formatted_query: [View transfer transactions của account] - normalized_query: [View transfer transactions của account]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=0.0000
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'View transfer transactions của account'
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'Check withdrawal transactions gần đây...' -> 'Check withdrawal transactions gần đây...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Check withdrawal transactions gần đây] - formatted_query: [Check withdrawal transactions gần đây] - normalized_query: [Check withdrawal transactions gần đây]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=12.0209
2025-12-30 17:01:00 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Check withdrawal transactions ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['gần đây']
2025-12-30 17:01:00 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Check withdrawal transactions ...' | Doc: Tra cứu giao dịch ch | Boost: 0.25 | Matched: ['ck']
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Check withdrawal transactions ...' | Scores: {'Tra cứu lịch sử giao dịch theo khoảng thời gian': 1, 'Tra cứu giao dịch chuyển tiền': 1}
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'Find transactions over 2M...' -> 'Find transactions over 2m...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Find transactions over 2M] - formatted_query: [Find transactions over 2m] - normalized_query: [Find transactions over 2m]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=0.0000
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Find transactions over 2m'
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'View income expense history của bank acc...' -> 'View income expense history của bank acc...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [View income expense history của bank account] - formatted_query: [View income expense history của bank account] - normalized_query: [View income expense history của bank account]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=0.0000
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'View income expense history của bank account'
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'Show yesterday transactions...' -> 'Show yesterday transactions...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Show yesterday transactions] - formatted_query: [Show yesterday transactions] - normalized_query: [Show yesterday transactions]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=0.0000
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Show yesterday transactions'
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'Lookup account statement...' -> 'Lookup account statement...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Lookup account statement] - formatted_query: [Lookup account statement] - normalized_query: [Lookup account statement]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=0.0000
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Lookup account statement'
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'Show full transaction history của tôi...' -> 'Show full transaction history của tôi...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Show full transaction history của tôi] - formatted_query: [Show full transaction history của tôi] - normalized_query: [Show full transaction history của tôi]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=0.0000
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Show full transaction history của tôi'
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'Cho xem các giao dịch hiện vẫn chưa được...' -> 'Cho xem các giao dịch hiện vẫn chưa được...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Cho xem các giao dịch hiện vẫn chưa được phê duyệt.] - formatted_query: [Cho xem các giao dịch hiện vẫn chưa được phê duyệt] - normalized_query: [Cho xem các giao dịch hiện vẫn chưa được phê duyệt]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.1678, max=22.1373
2025-12-30 17:01:00 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho xem các giao dịch hiện vẫn...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['phê duyệt']
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Cho xem các giao dịch hiện vẫn...' -> Tra cứu giao dịch theo trạng t (score=1)
2025-12-30 17:01:00 | DEBUG    | log:153 | [normalize_query] 'Cho xem gd chua duoc phe duyet...' -> 'Cho xem gd chua duoc phe duyet...'
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Cho xem gd chua duoc phe duyet] - formatted_query: [Cho xem gd chua duoc phe duyet] - normalized_query: [Cho xem gd chua duoc phe duyet]
2025-12-30 17:01:00 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=10.4499
2025-12-30 17:01:00 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Cho xem gd chua duoc phe duyet'
